base_stop_addition_canonical_route_id,variant_stop_addition_canonical_route_id,added_stop_uetds_yer_id,added_stop_index,base_stop_count,variant_stop_count,base_stop_list,variant_stop_list,added_stop_name,base_route_names,variant_route_names,base_historical_trip_rows,base_historical_company_count,base_first_trip_date,base_last_trip_date,base_total_passenger_count,variant_historical_trip_rows,variant_historical_company_count,variant_first_trip_date,variant_last_trip_date,variant_total_passenger_count
16387070240699049516,4408858419963688553,225,1,5,6,"[127, 116, 94, 90, 9]","[127, 225, 116, 94, 90, 9]",KIRKLARELİ LÜLEBURGAZ TERMİNALİ,EDİRNE BELEDİYESİ -> BÜYÜK İSTANBUL OTOGARI -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),EDİRNE BELEDİYESİ -> KIRKLARELİ LÜLEBURGAZ TERMİNALİ -> BÜYÜK İSTANBUL OTOGARI -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),5725.0,1.0,2023-01-10,2025-09-07,293791.0,1674.0,1.0,2023-01-20,2025-09-02,77428.0
6754326203094842062,4561342207011298191,86,2,4,5,"[12, 1655, 202, 156]","[12, 1655, 86, 202, 156]",,TOKAT MERKEZ TERMİNALİ -> SAFİR OTOMOTİV TURİZ İNŞ. TEKS.AKAR. NAK.SAN.TİC.LTD. SAFİR OTOMOTİV -> YOZGAT SORGUN TERMİNALİ -> YOZGAT MERKEZ TERMİNALİ,TOKAT MERKEZ TERMİNALİ -> SAFİR OTOMOTİV TURİZ İNŞ. TEKS.AKAR. NAK.SAN.TİC.LTD. SAFİR OTOMOTİV -> 86 -> YOZGAT SORGUN TERMİNALİ -> YOZGAT MERKEZ TERMİNALİ,,,,,,184.0,1.0,2023-01-01,2023-07-02,1780.0
4858791051112089043,4568856502841719823,78,1,15,16,"[116, 94, 90, 136, 122, 184, 147, 36, 149, 19, 187, 148, 120, 57, 200]","[116, 78, 94, 90, 136, 122, 184, 147, 36, 149, 19, 187, 148, 120, 57, 200]",İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL),BÜYÜK İSTANBUL OTOGARI -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> BALIKESİR MERKEZ TERMİNALİ -> MANİSA AKHİSAR TERMİNALİ -> MANİSA ŞEHZADELER TERMİNALİ -> MANİSA SALİHLİ TERMİNALİ -> MANİSA TURGUTLU TERMİNALİ (ÖZEL) -> MANİSA ALAŞEHİR TERMİNALİ -> ISPARTA MERKEZ TERMİNALİ -> DENİZLİ BULDAN TERMİNALİ -> MANİSA SARIGÖL TERMİNALİ -> SARAYKÖY YOLCU TERMİNALİ -> DENİZLİ PAMUKKALE TERMİNALİ -> ANTALYA KEPEZ TERMİNALİ (ÖZEL),BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> BALIKESİR MERKEZ TERMİNALİ -> MANİSA AKHİSAR TERMİNALİ -> MANİSA ŞEHZADELER TERMİNALİ -> MANİSA SALİHLİ TERMİNALİ -> MANİSA TURGUTLU TERMİNALİ (ÖZEL) -> MANİSA ALAŞEHİR TERMİNALİ -> ISPARTA MERKEZ TERMİNALİ -> DENİZLİ BULDAN TERMİNALİ -> MANİSA SARIGÖL TERMİNALİ -> SARAYKÖY YOLCU TERMİNALİ -> DENİZLİ PAMUKKALE TERMİNALİ -> ANTALYA KEPEZ TERMİNALİ (ÖZEL),,,,,,847.0,1.0,2024-08-29,2025-09-11,36845.0
12187778840568953514,4601478284712602974,648,2,4,5,"[116, 1719, 647, 645]","[116, 1719, 648, 647, 645]",PEC,BÜYÜK İSTANBUL OTOGARI -> KAPIKULE SINIR KAPISI -> PRIZREN -> PIRIŞTINE,BÜYÜK İSTANBUL OTOGARI -> KAPIKULE SINIR KAPISI -> PEC -> PRIZREN -> PIRIŞTINE,,,,,,931.0,1.0,2023-01-02,2026-04-14,20365.0
17382064161863853003,4646447833272264331,184,2,6,7,"[169, 9, 90, 94, 78, 116]","[169, 9, 184, 90, 94, 78, 116]",MANİSA ŞEHZADELER TERMİNALİ,AYDIN EFELER TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> BURSA OSMANGAZİ TERMİNALİ -> KOCAELİ GEBZE TERMİNALİ -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> BÜYÜK İSTANBUL OTOGARI,AYDIN EFELER TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> MANİSA ŞEHZADELER TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> KOCAELİ GEBZE TERMİNALİ -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> BÜYÜK İSTANBUL OTOGARI,,,,,,647.0,1.0,2025-05-15,2025-12-06,22482.0
7320381293793515821,4670981736391757913,17476,1,8,9,"[186, 22, 113, 1051, 90, 1013, 241, 1297]","[186, 17476, 22, 113, 1051, 90, 1013, 241, 1297]",POLATLI İZNLİ  NOKTA,ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> ESKİŞEHİR TEPEBAŞI TERMİNALİ -> BİLECİK BOZÜYÜK TERMİNALİ -> İNEGÖL ŞEHİRLER ARASI OTOBÜS TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> KARACABEY ŞEHİRLER ARASI OTOBÜS TERMİNALİ -> BALIKESİR BANDIRMA ŞEHİRLERARASI OTOBÜS TERMİNALİ  -> ERDEK ŞEHİRLERARASI OTOBÜS TERMİNALİ,ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> POLATLI İZNLİ  NOKTA -> ESKİŞEHİR TEPEBAŞI TERMİNALİ -> BİLECİK BOZÜYÜK TERMİNALİ -> İNEGÖL ŞEHİRLER ARASI OTOBÜS TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> KARACABEY ŞEHİRLER ARASI OTOBÜS TERMİNALİ -> BALIKESİR BANDIRMA ŞEHİRLERARASI OTOBÜS TERMİNALİ  -> ERDEK ŞEHİRLERARASI OTOBÜS TERMİNALİ,,,,,,4762.0,2.0,2023-01-01,2026-04-14,189822.0
7147942934600281615,4688853670648196447,184,6,8,9,"[186, 17476, 125, 50, 147, 36, 9, 244]","[186, 17476, 125, 50, 147, 36, 184, 9, 244]",MANİSA ŞEHZADELER TERMİNALİ,ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> POLATLI İZNLİ  NOKTA -> AFYONKARAHİSAR MERKEZ TERMİNALİ (ÖZEL) -> UŞAK MERKEZ TERMİNALİ -> MANİSA SALİHLİ TERMİNALİ -> MANİSA TURGUTLU TERMİNALİ (ÖZEL) -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> İZMİR ÇEŞME TERMİNALİ,ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> POLATLI İZNLİ  NOKTA -> AFYONKARAHİSAR MERKEZ TERMİNALİ (ÖZEL) -> UŞAK MERKEZ TERMİNALİ -> MANİSA SALİHLİ TERMİNALİ -> MANİSA TURGUTLU TERMİNALİ (ÖZEL) -> MANİSA ŞEHZADELER TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> İZMİR ÇEŞME TERMİNALİ,1018.0,1.0,2025-08-14,2026-04-14,46564.0,220.0,1.0,2023-04-23,2025-08-23,7283.0
5520733459870003634,4834672671255523474,78,1,5,6,"[116, 94, 9, 169, 19576]","[116, 78, 94, 9, 169, 19576]",İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL),BÜYÜK İSTANBUL OTOGARI -> KOCAELİ GEBZE TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> AYDIN EFELER TERMİNALİ -> NAZİLLİ YOLCU TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> AYDIN EFELER TERMİNALİ -> NAZİLLİ YOLCU TERMİNALİ,,,,,,,,,,
3783027302799674920,4866131322457852942,184,4,9,10,"[116, 78, 94, 90, 9, 1645, 3003, 121, 145]","[116, 78, 94, 90, 184, 9, 1645, 3003, 121, 145]",MANİSA ŞEHZADELER TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> İZMİR BÜYÜKŞEHİR BELEDİYESİ   SELÇUK ŞEHİRLERARASI OTOBÜS TERMİNALİ -> AYDIN KUŞADASI TERMİNALİ -> AYDIN SÖKE TERMİNALİ -> AYDIN DİDİM TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> MANİSA ŞEHZADELER TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> İZMİR BÜYÜKŞEHİR BELEDİYESİ   SELÇUK ŞEHİRLERARASI OTOBÜS TERMİNALİ -> AYDIN KUŞADASI TERMİNALİ -> AYDIN SÖKE TERMİNALİ -> AYDIN DİDİM TERMİNALİ,,,,,,170.0,1.0,2026-02-27,2026-04-14,7597.0
8885334636421622129,5028843257302172398,186,1,2,3,"[18586, 116]","[18586, 186, 116]",ANKARA YENİMAHALLE TERMİNALİ (ÖZEL),DEVELİ İZİNLİ NOKTA -> BÜYÜK İSTANBUL OTOGARI,DEVELİ İZİNLİ NOKTA -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> BÜYÜK İSTANBUL OTOGARI,746.0,1.0,2023-01-01,2026-04-14,23922.0,60.0,1.0,2025-11-20,2026-04-11,1960.0
315795224765789922,5111869291867036564,125,4,5,6,"[9, 36, 147, 50, 186]","[9, 36, 147, 50, 125, 186]",AFYONKARAHİSAR MERKEZ TERMİNALİ (ÖZEL),İZMİR BORNOVA TERMİNALİ (ÖZEL) -> MANİSA TURGUTLU TERMİNALİ (ÖZEL) -> MANİSA SALİHLİ TERMİNALİ -> UŞAK MERKEZ TERMİNALİ -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL),İZMİR BORNOVA TERMİNALİ (ÖZEL) -> MANİSA TURGUTLU TERMİNALİ (ÖZEL) -> MANİSA SALİHLİ TERMİNALİ -> UŞAK MERKEZ TERMİNALİ -> AFYONKARAHİSAR MERKEZ TERMİNALİ (ÖZEL) -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL),170.0,1.0,2024-03-29,2024-09-06,5819.0,533.0,2.0,2023-01-12,2026-03-23,16453.0
8922666469529332345,5143184507055163094,94,1,6,7,"[116, 90, 9, 169, 139, 167]","[116, 94, 90, 9, 169, 139, 167]",KOCAELİ GEBZE TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> BURSA OSMANGAZİ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> AYDIN EFELER TERMİNALİ -> MUĞLA MENTEŞE TERMİNALİ -> MUĞLA MARMARİS TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> AYDIN EFELER TERMİNALİ -> MUĞLA MENTEŞE TERMİNALİ -> MUĞLA MARMARİS TERMİNALİ,358.0,1.0,2023-01-01,2023-08-18,11779.0,2.0,1.0,2024-06-14,2024-06-15,67.0
11727928963514069128,5153780667101884064,51,1,3,4,"[186, 53, 162]","[186, 51, 53, 162]",ANKARA ÇANKAYA TERMİNALİ (ÖZEL),ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> KARABÜK MERKEZ TERMİNALİ -> KARABÜK SAFRANBOLU TERMİNALİ,ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> ANKARA ÇANKAYA TERMİNALİ (ÖZEL) -> KARABÜK MERKEZ TERMİNALİ -> KARABÜK SAFRANBOLU TERMİNALİ,,,,,,3.0,1.0,2025-02-06,2025-08-30,17.0
9744687156199902162,5192588951846601860,78,1,5,6,"[116, 94, 90, 184, 9]","[116, 78, 94, 90, 184, 9]",İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL),BÜYÜK İSTANBUL OTOGARI -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> MANİSA ŞEHZADELER TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> MANİSA ŞEHZADELER TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),845.0,2.0,2023-06-14,2025-12-07,28880.0,87.0,1.0,2026-02-28,2026-04-14,3561.0
15707307836727237541,5192588951846601860,184,4,5,6,"[116, 78, 94, 90, 9]","[116, 78, 94, 90, 184, 9]",MANİSA ŞEHZADELER TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> MANİSA ŞEHZADELER TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),1191.0,4.0,2023-04-19,2026-03-24,48123.0,87.0,1.0,2026-02-28,2026-04-14,3561.0
13116503213373031448,5206530889197608469,14238,11,12,13,"[118, 1406, 3000, 176, 93, 28, 60, 6, 44, 1667, 115, 99]","[118, 1406, 3000, 176, 93, 28, 60, 6, 44, 1667, 115, 14238, 99]",ERDEMLİ İZİNLİ NOKTA,TRABZON ORTAHİSAR TERMİNALİ -> GÜMÜŞHANE TORUL IZINLI NOKTA -> GÜMÜŞHANE BELEDİYE TERMİNALİ -> GÜMÜŞHANE KELKİT TERMİNALİ -> ERZİNCAN MERKEZ TERMİNALİ (ÖZEL) -> SİVAS MERKEZ TERMİNALİ -> KAYSERİ BÜYÜKŞEHİR ŞEHİRLERARASI VE İLÇELER OTOGARI -> NİĞDE MERKEZ TERMİNALİ (ÖZEL) -> ADANA SEYHAN TERMİNALİ -> TARSUS BELEDİYESİ OTOGAR MÜDÜRLÜĞÜ TAŞTİ -> MERSİN TOROSLAR TERMİNALİ -> MERSİN SİLİFKE TERMİNALİ,TRABZON ORTAHİSAR TERMİNALİ -> GÜMÜŞHANE TORUL IZINLI NOKTA -> GÜMÜŞHANE BELEDİYE TERMİNALİ -> GÜMÜŞHANE KELKİT TERMİNALİ -> ERZİNCAN MERKEZ TERMİNALİ (ÖZEL) -> SİVAS MERKEZ TERMİNALİ -> KAYSERİ BÜYÜKŞEHİR ŞEHİRLERARASI VE İLÇELER OTOGARI -> NİĞDE MERKEZ TERMİNALİ (ÖZEL) -> ADANA SEYHAN TERMİNALİ -> TARSUS BELEDİYESİ OTOGAR MÜDÜRLÜĞÜ TAŞTİ -> MERSİN TOROSLAR TERMİNALİ -> ERDEMLİ İZİNLİ NOKTA -> MERSİN SİLİFKE TERMİNALİ,3257.0,1.0,2023-01-01,2025-09-23,158644.0,546.0,1.0,2025-09-23,2026-04-14,24764.0
13088940769379483865,5222750924515443134,188,1,4,5,"[116, 1719, 716, 708]","[116, 188, 1719, 716, 708]",TEKİRDAĞ ÇORLU TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> KAPIKULE SINIR KAPISI -> KIRCALI -> HASKOVA,BÜYÜK İSTANBUL OTOGARI -> TEKİRDAĞ ÇORLU TERMİNALİ -> KAPIKULE SINIR KAPISI -> KIRCALI -> HASKOVA,,,,,,866.0,1.0,2023-01-02,2026-04-14,11715.0
11973599825301914861,5254212226809338032,9179,1,3,4,"[128, 129, 186]","[128, 9179, 129, 186]",ILGAZ,KASTAMONU MERKEZ TERMİNALİ -> ÇANKIRI BELEDİYE BAŞKANLIĞI TERMİNALİ -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL),KASTAMONU MERKEZ TERMİNALİ -> ILGAZ -> ÇANKIRI BELEDİYE BAŞKANLIĞI TERMİNALİ -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL),9.0,1.0,2025-09-27,2026-03-13,160.0,18698.0,1.0,2023-01-01,2026-04-14,591890.0
12573832709872336109,5293919826288600203,1316,2,4,5,"[177, 128, 129, 186]","[177, 128, 1316, 129, 186]",,KASTAMONU TAŞKÖPRÜ TERMİNALİ -> KASTAMONU MERKEZ TERMİNALİ -> ÇANKIRI BELEDİYE BAŞKANLIĞI TERMİNALİ -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL),KASTAMONU TAŞKÖPRÜ TERMİNALİ -> KASTAMONU MERKEZ TERMİNALİ -> 1316 -> ÇANKIRI BELEDİYE BAŞKANLIĞI TERMİNALİ -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL),8833.0,1.0,2023-03-13,2026-04-14,253910.0,595.0,1.0,2024-03-10,2024-10-31,18704.0
17339113576486211406,5422496352934040285,7037,1,2,3,"[155, 1030]","[155, 7037, 1030]",SAKARYA BÜYÜKŞEHİR BELEDİYESİ ARİFİYE TERMİNALİ,İSTANBUL ÜSKÜDAR TERMİNALİ -> KARASU BELEDİYE BAŞKANLIĞI,İSTANBUL ÜSKÜDAR TERMİNALİ -> SAKARYA BÜYÜKŞEHİR BELEDİYESİ ARİFİYE TERMİNALİ -> KARASU BELEDİYE BAŞKANLIĞI,118.0,1.0,2023-01-12,2026-01-29,570.0,1463.0,1.0,2025-03-28,2026-04-12,31719.0
13781910128051485609,5520733459870003634,94,1,4,5,"[116, 9, 169, 19576]","[116, 94, 9, 169, 19576]",KOCAELİ GEBZE TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> AYDIN EFELER TERMİNALİ -> NAZİLLİ YOLCU TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> KOCAELİ GEBZE TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL) -> AYDIN EFELER TERMİNALİ -> NAZİLLİ YOLCU TERMİNALİ,,,,,,,,,,
1526040333294945389,5524598826518689840,21020,10,21,22,"[171, 168, 144, 246, 169, 19576, 120, 1014, 160, 19, 22250, 20150, 105, 63, 21768, 91, 2593, 25, 60, 217, 28]","[171, 168, 144, 246, 169, 19576, 120, 1014, 160, 19, 21020, 22250, 20150, 105, 63, 21768, 91, 2593, 25, 60, 217, 28]",EĞİRDİR İZİNLİ NOKTA,MUĞLA BODRUM TERMİNALİ -> MUĞLA MİLAS TERMİNALİ -> MUĞLA YATAĞAN TERMİNALİ -> AYDIN ÇİNE TERMİNALİ -> AYDIN EFELER TERMİNALİ -> NAZİLLİ YOLCU TERMİNALİ -> SARAYKÖY YOLCU TERMİNALİ -> DENİZLİ BÜYÜKŞEHİR BELEDİYE BAŞKANLIĞI   -> AFYONKARAHİSAR DİNAR TERMİNALİ -> ISPARTA MERKEZ TERMİNALİ -> ŞARKIKARAAĞAÇ İZİNLİ NOKTA -> BEYŞEHİR OTOBÜS TERMİNALİ -> KONYA SELÇUKLU TERMİNALİ -> AKSARAY MERKEZ TERMİNALİ -> ACIGÖL İZİNLİ NOKTA -> NEVŞEHİR MERKEZ TERMİNALİ (ÖZEL) -> NEVŞEHİR - MERKEZ - GÖREME İZİNLİ NOKTA -> NEVŞEHİR AVANOS TERMİNALİ -> KAYSERİ BÜYÜKŞEHİR ŞEHİRLERARASI VE İLÇELER OTOGARI -> SİVAS ŞARKIŞLA TERMİNALİ -> SİVAS MERKEZ TERMİNALİ,MUĞLA BODRUM TERMİNALİ -> MUĞLA MİLAS TERMİNALİ -> MUĞLA YATAĞAN TERMİNALİ -> AYDIN ÇİNE TERMİNALİ -> AYDIN EFELER TERMİNALİ -> NAZİLLİ YOLCU TERMİNALİ -> SARAYKÖY YOLCU TERMİNALİ -> DENİZLİ BÜYÜKŞEHİR BELEDİYE BAŞKANLIĞI   -> AFYONKARAHİSAR DİNAR TERMİNALİ -> ISPARTA MERKEZ TERMİNALİ -> EĞİRDİR İZİNLİ NOKTA -> ŞARKIKARAAĞAÇ İZİNLİ NOKTA -> BEYŞEHİR OTOBÜS TERMİNALİ -> KONYA SELÇUKLU TERMİNALİ -> AKSARAY MERKEZ TERMİNALİ -> ACIGÖL İZİNLİ NOKTA -> NEVŞEHİR MERKEZ TERMİNALİ (ÖZEL) -> NEVŞEHİR - MERKEZ - GÖREME İZİNLİ NOKTA -> NEVŞEHİR AVANOS TERMİNALİ -> KAYSERİ BÜYÜKŞEHİR ŞEHİRLERARASI VE İLÇELER OTOGARI -> SİVAS ŞARKIŞLA TERMİNALİ -> SİVAS MERKEZ TERMİNALİ,,,,,,226.0,1.0,2025-09-24,2026-03-14,11289.0
15266845689134693876,5627466813355151634,188,3,4,5,"[78, 116, 3133, 1016]","[78, 116, 3133, 188, 1016]",TEKİRDAĞ ÇORLU TERMİNALİ,İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> BÜYÜK İSTANBUL OTOGARI -> SİLİVRİ BELEDİYE BAŞKANLIĞI -> UZUNKÖPRÜ BELEDİYESİ,İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> BÜYÜK İSTANBUL OTOGARI -> SİLİVRİ BELEDİYE BAŞKANLIĞI -> TEKİRDAĞ ÇORLU TERMİNALİ -> UZUNKÖPRÜ BELEDİYESİ,35.0,1.0,2025-06-08,2025-07-07,364.0,43.0,1.0,2025-06-05,2025-11-02,474.0
638680913592882716,5679143080100425526,62,4,8,9,"[1453, 1031, 110, 158, 186, 22, 1051, 90]","[1453, 1031, 110, 158, 62, 186, 22, 1051, 90]",ÇORUM SUNGURLU TERMİNALİ,SAMSUN VEZİRKÖPRÜ IZINLI NOKTA -> HAVZA ŞEHİRLERARASI OTOBÜS TERMİNALİ -> MERZİFON ŞEHİRLER ARASI YOLCU TERMİNALİ -> ÇORUM MERKEZ TERMİNALİ -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> ESKİŞEHİR TEPEBAŞI TERMİNALİ -> İNEGÖL ŞEHİRLER ARASI OTOBÜS TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ,SAMSUN VEZİRKÖPRÜ IZINLI NOKTA -> HAVZA ŞEHİRLERARASI OTOBÜS TERMİNALİ -> MERZİFON ŞEHİRLER ARASI YOLCU TERMİNALİ -> ÇORUM MERKEZ TERMİNALİ -> ÇORUM SUNGURLU TERMİNALİ -> ANKARA YENİMAHALLE TERMİNALİ (ÖZEL) -> ESKİŞEHİR TEPEBAŞI TERMİNALİ -> İNEGÖL ŞEHİRLER ARASI OTOBÜS TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ,2486.0,1.0,2023-01-01,2026-04-14,40265.0,2357.0,1.0,2023-01-01,2026-04-14,50898.0
15044625034610342993,5716400982925375571,14238,5,6,7,"[60, 6, 1667, 115, 13009, 99]","[60, 6, 1667, 115, 13009, 14238, 99]",ERDEMLİ İZİNLİ NOKTA,KAYSERİ BÜYÜKŞEHİR ŞEHİRLERARASI VE İLÇELER OTOGARI -> NİĞDE MERKEZ TERMİNALİ (ÖZEL) -> TARSUS BELEDİYESİ OTOGAR MÜDÜRLÜĞÜ TAŞTİ -> MERSİN TOROSLAR TERMİNALİ -> ERDEMLİ -> MERSİN SİLİFKE TERMİNALİ,KAYSERİ BÜYÜKŞEHİR ŞEHİRLERARASI VE İLÇELER OTOGARI -> NİĞDE MERKEZ TERMİNALİ (ÖZEL) -> TARSUS BELEDİYESİ OTOGAR MÜDÜRLÜĞÜ TAŞTİ -> MERSİN TOROSLAR TERMİNALİ -> ERDEMLİ -> ERDEMLİ İZİNLİ NOKTA -> MERSİN SİLİFKE TERMİNALİ,2553.0,1.0,2023-01-01,2025-09-30,60975.0,1314.0,1.0,2023-04-20,2026-04-14,37871.0
15707307836727237541,5802818655709929787,136,4,5,6,"[116, 78, 94, 90, 9]","[116, 78, 94, 90, 136, 9]",BALIKESİR MERKEZ TERMİNALİ,BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),BÜYÜK İSTANBUL OTOGARI -> İSTANBUL EYÜP-ALİBEYKÖY YOLCU TERMALİ  (ÖZEL) -> KOCAELİ GEBZE TERMİNALİ -> BURSA OSMANGAZİ TERMİNALİ -> BALIKESİR MERKEZ TERMİNALİ -> İZMİR BORNOVA TERMİNALİ (ÖZEL),1191.0,4.0,2023-04-19,2026-03-24,48123.0,1311.0,1.0,2023-01-01,2026-03-28,37596.0
